id,baseMean,log2FoldChange,pvalue,padj
ENSDARG00000058345,310.9072578,0.020216595,0.875051466,0.964364649
ENSDARG00000068083,37.52289089,-0.034312295,0.875165527,NA
ENSDARG00000086601,32.6051923,0.035133134,0.875291809,NA
ENSDARG00000010941,614.6450121,-0.024402651,0.875437804,0.964733595
ENSDARG00000017213,3620.926689,0.014818199,0.875480941,0.964733595
ENSDARG00000094734,21.58770516,0.035675069,0.87556956,NA
ENSDARG00000067976,1110.140723,0.018401375,0.87566011,0.964746556
ENSDARG00000043396,72.36542868,0.032819774,0.875666842,NA
ENSDARG00000021891,648.4777203,-0.018948907,0.87567929,0.964746556
ENSDARG00000079018,2062.994317,-0.01452449,0.87571297,0.964746556
ENSDARG00000012325,353.484156,0.028338441,0.875723711,0.964746556
ENSDARG00000062830,94.70464495,0.031346943,0.87574465,0.964746556
ENSDARG00000074435,353.3590985,0.024120644,0.8757768,0.964746556
ENSDARG00000092881,137.4128408,0.025632616,0.875890938,0.964792913
ENSDARG00000018110,1685.457747,-0.013332274,0.875913585,0.964792913
ENSDARG00000084038,62.27871809,0.010421588,0.87598751,NA
ENSDARG00000068874,94.76081827,0.03481524,0.876015888,0.964853437
ENSDARG00000031243,76.61068119,0.034259218,0.87607229,NA
ENSDARG00000079124,150.4138183,0.025544622,0.87608174,0.964873808
ENSDARG00000016794,1098.45848,-0.01168901,0.876143173,0.964889312
ENSDARG00000045413,251.6824658,-0.028421511,0.876275666,0.964901359
ENSDARG00000093425,13.5938471,-0.031248768,0.876281106,NA
ENSDARG00000000175,106.8875364,0.033428474,0.876290819,0.964901359
ENSDARG00000007407,189.569336,-0.024347077,0.876296184,0.964901359
ENSDARG00000089573,334.6719955,-0.022530881,0.876411789,0.964950814
ENSDARG00000069463,1178.261865,0.028487689,0.876438488,0.964950814
ENSDARG00000068421,136.6146191,-0.029005009,0.876483176,0.964950814
ENSDARG00000080034,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000080049,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000080328,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000080590,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000080609,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000080613,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000080679,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000080687,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000080860,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000080867,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000081550,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000081604,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000081635,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000082016,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000082122,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000082174,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000082234,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000082300,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000082342,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000082392,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000082442,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000082569,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000082575,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000082718,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000082719,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000082731,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000082819,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000082849,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000082933,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000083003,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000083028,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000083069,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000083347,12.53706273,0.02599122,0.876514385,NA
ENSDARG00000089993,16.24386236,0.032585748,0.876551422,NA
ENSDARG00000071183,9.846884388,-0.033191569,0.876578147,NA
ENSDARG00000041011,269.6778171,-0.02207015,0.876593513,0.965020144
ENSDARG00000012094,4864.140884,-0.013487683,0.876709379,0.965095554
ENSDARG00000089021,24.62262964,0.034099492,0.876859814,NA
ENSDARG00000087389,70.20523583,-0.031264737,0.876903846,NA
ENSDARG00000056074,53.60273096,-0.033527491,0.876909718,NA
ENSDARG00000078356,178.4142453,-0.031727326,0.877046995,0.965333663
ENSDARG00000051713,35.02106093,0.034068266,0.87706137,NA
ENSDARG00000004046,533.0471838,-0.015156478,0.877066622,0.965333663
ENSDARG00000061108,2673.812712,0.013496451,0.877067817,0.965333663
ENSDARG00000090649,19.24422292,-0.033864044,0.877108824,NA
ENSDARG00000023526,28.03528101,-0.035017589,0.877212394,NA
ENSDARG00000071007,231.5585482,-0.024314132,0.877220385,0.965378911
ENSDARG00000082100,15.85349118,0.031820725,0.87726701,NA
ENSDARG00000002663,1803.496573,0.013088423,0.87729254,0.965378911
ENSDARG00000078790,18.96914819,0.035146685,0.877363243,NA
ENSDARG00000026499,425.6853693,0.018496904,0.877390083,0.965378911
ENSDARG00000093888,304.1936995,-0.02808756,0.877410478,0.965378911
ENSDARG00000092384,28.26836603,-0.03449519,0.877464917,NA
ENSDARG00000089839,305.9269682,0.031361466,0.87746625,0.965378911
ENSDARG00000071488,605.9474749,-0.032063265,0.877512408,0.965378911
ENSDARG00000076825,155.3503225,-0.030173827,0.877559548,0.965378911
ENSDARG00000062986,2262.683282,-0.010739575,0.877561391,0.965378911
ENSDARG00000055592,3713.172162,-0.013625851,0.87760663,0.965378911
ENSDARG00000038681,235.5154883,0.031105317,0.877722603,0.965378911
ENSDARG00000003102,393.5502085,0.023667175,0.877740656,0.965378911
ENSDARG00000075817,676.7162553,-0.026950265,0.877769887,0.965378911
ENSDARG00000002509,1919.297477,-0.025609886,0.877813949,0.965378911
ENSDARG00000090131,40.30556498,0.034995439,0.877823883,NA
ENSDARG00000086180,695.9104791,0.027545636,0.877828747,0.965378911
ENSDARG00000090759,79.32948072,0.034997202,0.877854214,NA
ENSDARG00000061371,302.7028928,-0.029032816,0.877862453,0.965378911
ENSDARG00000006640,343.9939198,-0.017488234,0.877867017,0.965378911
ENSDARG00000055750,37.21707502,-0.034923056,0.877871687,NA
ENSDARG00000057142,23.94956049,0.034652601,0.877896462,NA
ENSDARG00000078206,76.05257863,0.028480682,0.878041694,NA
ENSDARG00000071578,384.9781821,0.031932789,0.878103478,0.965383832
ENSDARG00000042760,1302.832113,-0.019280222,0.878136441,0.965383832
ENSDARG00000078261,485.0755053,-0.01642297,0.878195227,0.965383832
ENSDARG00000021380,349.2771746,0.017181197,0.878203533,0.965383832
ENSDARG00000068438,1102.30851,-0.020848025,0.878204298,0.965383832
ENSDARG00000076651,1064.551962,0.014967805,0.878228896,0.965383832
ENSDARG00000040009,4736.758364,0.009789577,0.878236542,0.965383832
ENSDARG00000033955,172.6121808,-0.030172211,0.878301023,0.965383832
ENSDARG00000091472,55.55923284,-0.033320516,0.878312315,NA
ENSDARG00000037913,114.3361995,0.030352815,0.878318127,0.965383832
ENSDARG00000061946,456.600712,-0.019299913,0.8783453,0.965383832
ENSDARG00000027472,28.68294579,0.03451124,0.878553602,NA
ENSDARG00000083189,1520.910439,-0.016706414,0.878566925,0.965575333
ENSDARG00000021432,15.92708643,0.034422455,0.878630626,NA
ENSDARG00000092045,139.1411052,-0.029234972,0.878762072,0.96566041
ENSDARG00000031064,1040.974318,-0.017605088,0.878775285,0.96566041
ENSDARG00000063158,271.5837565,-0.025253763,0.878786519,0.96566041
ENSDARG00000094612,76.83025282,-0.031381594,0.878903383,NA
ENSDARG00000086218,139.9835481,-0.028012249,0.879010816,0.965810413
ENSDARG00000082665,18.95911927,-0.020647334,0.879031101,NA
ENSDARG00000004472,242.5754745,0.018066262,0.87906458,0.965810413
ENSDARG00000078850,452.1350533,-0.016000528,0.879065232,0.965810413
ENSDARG00000090290,207.5334867,-0.030817209,0.879138141,0.9658159
ENSDARG00000090799,39.79092588,0.034610045,0.879172445,NA
ENSDARG00000077110,134.792524,-0.02626219,0.879188909,0.9658159
ENSDARG00000027907,82.27950561,0.027545748,0.879224683,NA
ENSDARG00000054978,3090.739743,-0.016583526,0.879267779,0.9658159
ENSDARG00000061644,388.7410463,-0.018733312,0.879344473,0.9658159
ENSDARG00000025593,1067.672439,0.018298668,0.87934492,0.9658159
ENSDARG00000079679,265.3930389,0.022090045,0.879354639,0.9658159
ENSDARG00000063695,109.7439268,0.025349844,0.879462828,0.965875309
ENSDARG00000022970,875.1054978,-0.016397094,0.879620391,0.965875309
ENSDARG00000037589,1032.234119,-0.013718949,0.87969181,0.965875309
ENSDARG00000020270,2953.631255,-0.01269683,0.879693713,0.965875309
ENSDARG00000037603,46.99789856,-0.032995305,0.879724264,NA
ENSDARG00000090451,137.369222,-0.027436332,0.879775953,0.965875309
ENSDARG00000033280,64.98931719,-0.034143311,0.879845574,NA
ENSDARG00000095448,649.4223451,0.019487841,0.879862851,0.965875309
ENSDARG00000077187,483.3729303,-0.025325115,0.879892691,0.965875309
ENSDARG00000093279,353.3005234,0.030256953,0.879910333,0.965875309
ENSDARG00000040465,625.1349602,0.019748609,0.879933884,0.965875309
ENSDARG00000079623,266.4800559,0.02008297,0.879960477,0.965875309
ENSDARG00000089458,335.0287326,0.018024365,0.879973902,0.965875309
ENSDARG00000044827,613.3371381,0.025802616,0.879999658,0.965875309
ENSDARG00000070495,25.45802818,-0.034212034,0.88001097,NA
ENSDARG00000059438,352.9513314,0.016486315,0.880024994,0.965875309
ENSDARG00000016573,1915.627511,0.017791649,0.880188614,0.965969547
ENSDARG00000056920,199.308796,0.020259491,0.880261553,0.965969547
ENSDARG00000011545,3086.57401,-0.012611046,0.880344162,0.965969547
ENSDARG00000078388,482.2054956,-0.023710159,0.880375189,0.965969547
ENSDARG00000007412,1827.545611,-0.014537161,0.880479332,0.965969547
ENSDARG00000090880,28.36076081,-0.033092111,0.880552514,NA
ENSDARG00000070606,727.32633,-0.020593405,0.880567989,0.965969547
ENSDARG00000086325,10.98329446,0.033109693,0.880623854,NA
ENSDARG00000059606,760.9076188,0.012072265,0.880662777,0.965969547
ENSDARG00000061794,3455.426947,-0.014482842,0.880676925,0.965969547
ENSDARG00000089925,2463.570059,-0.014980349,0.880687219,0.965969547
ENSDARG00000036422,941.1405557,-0.016604097,0.880762954,0.965969547
ENSDARG00000086689,115.1258236,-0.023573773,0.880770494,0.965969547
ENSDARG00000070454,1869.883751,0.033454936,0.880788789,0.965969547
ENSDARG00000084443,30.06724109,0.033249126,0.88079119,NA
ENSDARG00000057064,2742.796251,-0.01772257,0.880847401,0.965969547
ENSDARG00000039806,34.07225043,-0.033962951,0.880965638,NA
ENSDARG00000075055,408.6906455,-0.033048658,0.880979352,0.965969547
ENSDARG00000093423,88.10494638,-0.033449546,0.8810109,NA
ENSDARG00000020250,163.2729405,-0.029059705,0.881014956,0.965969547
ENSDARG00000075181,95.68220509,0.026733682,0.881038434,0.965969547
ENSDARG00000053586,1121.085036,0.013444477,0.881040711,0.965969547
ENSDARG00000061723,333.088313,0.022682632,0.881055906,0.965969547
ENSDARG00000018593,907.0322218,0.013986822,0.881086064,0.965969547
ENSDARG00000052610,12.10308366,-0.031852102,0.881095185,NA
ENSDARG00000075062,438.4190946,-0.021473982,0.88110426,0.965969547
ENSDARG00000019521,739.5531109,0.032452735,0.881106456,0.965969547
ENSDARG00000029419,3345.397107,-0.008860488,0.88118918,0.965971731
ENSDARG00000005464,726.0650263,0.017544292,0.881250423,0.965971731
ENSDARG00000079526,153.3422581,0.032548452,0.881317485,0.965971731
ENSDARG00000002174,399.4255579,-0.018854684,0.881334771,0.965971731
ENSDARG00000086267,236.130694,0.021857314,0.881345496,0.965971731
ENSDARG00000019367,5090.067569,-0.009253789,0.881420185,0.965985221
ENSDARG00000058160,103.5300501,-0.033327161,0.881492649,0.965985221
ENSDARG00000009525,4372.406438,0.01296326,0.881500035,0.965985221
ENSDARG00000090748,47.95602489,-0.033342352,0.881538095,NA
ENSDARG00000086635,87.78267702,-0.027443298,0.881658966,NA
ENSDARG00000079791,331.6066533,0.02160083,0.881662129,0.966110889
ENSDARG00000094380,1414.908576,-0.023624759,0.881760748,0.966160219
ENSDARG00000016789,318.930184,0.01718731,0.881814061,0.966160219
ENSDARG00000089198,300.5826699,-0.020959001,0.881849404,0.966160219
ENSDARG00000003399,49.33971107,0.031373737,0.881887756,NA
ENSDARG00000092775,26.52696728,-0.033649038,0.881963308,NA
ENSDARG00000095782,22.48789173,-0.031324765,0.88208214,NA
ENSDARG00000054542,45.86015985,0.02881816,0.882105298,NA
ENSDARG00000052423,1043.726858,-0.014236731,0.882224148,0.966491855
ENSDARG00000013177,1221.888078,0.016305953,0.88224697,0.966491855
ENSDARG00000076350,556.9758265,0.017488525,0.882344456,0.966520193
ENSDARG00000011247,726.0069643,-0.014632517,0.882367711,0.966520193
ENSDARG00000045932,41.15282516,0.032341899,0.882416652,NA
ENSDARG00000004305,309.9322791,0.020015479,0.882482783,0.966594275
ENSDARG00000089270,48.81875027,0.031510505,0.882484583,NA
ENSDARG00000082925,11.15047333,0.029101446,0.882491458,NA
ENSDARG00000088109,19.07768198,0.026143948,0.882523855,NA
ENSDARG00000095163,26.81122972,-0.027509082,0.882533308,NA
ENSDARG00000090193,250.1496218,0.033535901,0.882537304,0.96660203
ENSDARG00000002536,3184.945777,-0.015934055,0.882820379,0.966775377
ENSDARG00000068710,9580.726263,0.011886957,0.882859391,0.966775377
ENSDARG00000040674,3909.631158,0.008537419,0.882867802,0.966775377
ENSDARG00000090705,9.595199372,0.018404291,0.882906805,NA
ENSDARG00000002131,7321.659569,0.009281333,0.882942042,0.966775377
ENSDARG00000022623,836.728574,0.01131178,0.882974231,0.966775377
ENSDARG00000094229,4466.457411,-0.022921135,0.883004793,0.966775377
ENSDARG00000071155,166.4309928,0.032233083,0.883053668,0.966775377
ENSDARG00000087394,370.3249531,0.015223089,0.883075168,0.966775377
ENSDARG00000021913,94.41837026,0.028527849,0.883137012,0.966791136
ENSDARG00000070116,350.2624602,-0.021798726,0.883262357,0.966876404
ENSDARG00000095328,88.54486236,0.025449902,0.883328922,NA
ENSDARG00000089756,172.6231661,0.023649103,0.883419826,0.96695595
ENSDARG00000078976,429.7955044,0.018879568,0.883467578,0.96695595
ENSDARG00000089104,277.5215156,-0.017471215,0.88347752,0.96695595
ENSDARG00000053204,233.1180554,-0.019459437,0.883524855,0.96695595
ENSDARG00000017835,1418.30018,-0.017723737,0.883623502,0.966985542
ENSDARG00000040700,209.7432135,-0.022600073,0.88367989,0.966985542
ENSDARG00000023316,180.7105677,-0.024996721,0.883721679,0.966985542
ENSDARG00000029374,155.1369648,-0.02468301,0.883759035,0.966985542
ENSDARG00000079731,2025.424456,0.016312363,0.883894744,0.966985542
ENSDARG00000078289,9.243421911,0.028210429,0.883900718,NA
ENSDARG00000061461,321.6325048,0.015555106,0.883975048,0.966985542
ENSDARG00000080736,11.7104323,0.032995126,0.884043844,NA
ENSDARG00000019316,543.655487,0.025042462,0.884061225,0.966985542
ENSDARG00000007250,628.6076029,-0.016893334,0.884065242,0.966985542
ENSDARG00000092624,182.771423,0.026975149,0.884097849,0.966985542
ENSDARG00000087109,1059.51806,-0.013309744,0.884129982,0.966985542
ENSDARG00000069301,441.2720892,-0.017473387,0.884212842,0.966985542
ENSDARG00000091367,864.2325269,-0.016287211,0.884225626,0.966985542
ENSDARG00000062042,352.0359563,0.023862192,0.884229681,0.966985542
ENSDARG00000026053,1470.160537,-0.011305158,0.884314618,0.966985542
ENSDARG00000095984,235.5695148,0.023454262,0.884331032,0.966985542
ENSDARG00000058606,16386.43468,-0.012174716,0.884347447,0.966985542
ENSDARG00000060951,832.4166836,0.01427314,0.884387874,0.966985542
ENSDARG00000039840,241.1476657,0.023976869,0.884406164,0.966985542
ENSDARG00000015149,184.8100528,0.022859284,0.88455247,0.967060166
ENSDARG00000080533,1341.546324,0.011523409,0.884569341,0.967060166
ENSDARG00000052097,42.04214437,-0.032831912,0.884602151,NA
ENSDARG00000035198,766.6463366,0.014142654,0.884710137,0.967066622
ENSDARG00000069378,802.2726056,-0.023444853,0.884730349,0.967066622
ENSDARG00000087195,247.9109239,-0.019706666,0.884773003,0.967066622
ENSDARG00000053192,26.34684192,-0.032372247,0.884837752,NA
ENSDARG00000044422,190.4081971,0.024312039,0.884841662,0.967066622
ENSDARG00000096266,4190.218267,-0.015748567,0.884856726,0.967066622
ENSDARG00000063054,579.0420608,-0.014961342,0.884872232,0.967066622
ENSDARG00000002696,6823.118442,0.013769052,0.884914478,0.967066622
ENSDARG00000092246,122.3774413,0.032956348,0.884954953,0.967066622
ENSDARG00000088279,131.4915435,-0.028907373,0.885087595,0.967085925
ENSDARG00000013207,1874.853086,0.010668741,0.885105046,0.967085925
ENSDARG00000069362,284.1208695,-0.028932255,0.88511501,0.967085925
ENSDARG00000074719,84.37788139,-0.028687227,0.885255834,NA
ENSDARG00000062173,860.3868915,-0.013857264,0.885302195,0.967148039
ENSDARG00000075330,13.40478636,-0.031215548,0.885329588,NA
ENSDARG00000008200,1995.02441,0.020577212,0.885351154,0.967148039
ENSDARG00000088870,351.3731295,0.018546289,0.88540088,0.967148039
ENSDARG00000031483,856.6441968,0.01705913,0.885467921,0.967148039
ENSDARG00000045947,1045.171212,-0.019499649,0.885478581,0.967148039
ENSDARG00000021924,1121.26567,-0.032489711,0.885487034,0.967148039
ENSDARG00000093640,1537.083749,0.031391775,0.885566689,0.967148039
ENSDARG00000002006,1742.554291,0.013426584,0.885598605,0.967148039
ENSDARG00000089223,169.8743737,0.025059324,0.885599065,0.967148039
ENSDARG00000092815,16.17840799,0.030848725,0.885604599,NA
ENSDARG00000045792,71.56818522,0.028003877,0.885654278,NA
ENSDARG00000075230,573.5832563,0.020836257,0.885720917,0.967225371
ENSDARG00000093497,289.9703196,-0.018059738,0.885779679,0.967225371
ENSDARG00000095646,189.7114844,0.023990321,0.885855178,0.967225371
ENSDARG00000088325,30.99304123,-0.032499939,0.885878049,NA
ENSDARG00000089582,225.6008127,0.022561775,0.885935104,0.967225371
ENSDARG00000090525,84.64919015,0.026118744,0.88594329,NA
ENSDARG00000089064,109.271061,-0.032089743,0.885963573,0.967225371
ENSDARG00000093336,97.66966601,0.023391384,0.885965362,0.967225371
ENSDARG00000082382,17.20640642,0.026280957,0.885985537,NA
ENSDARG00000052121,274.553304,0.023543741,0.886002176,0.967225371
ENSDARG00000087976,131.7995077,0.029185838,0.886139591,0.967323555
ENSDARG00000060500,822.7710935,0.015572437,0.886198003,0.967327351
ENSDARG00000079397,276.6542343,-0.022925672,0.88623802,0.967327351
ENSDARG00000087491,525.7688857,0.013966879,0.88634747,0.967363662
ENSDARG00000070931,66.55670091,-0.029599293,0.886349768,NA
ENSDARG00000092387,340.2093444,-0.021272884,0.886397778,0.967363662
ENSDARG00000080876,13.71784,-0.032406409,0.886463328,NA
ENSDARG00000093313,68522.74383,-0.014953278,0.886480453,0.967363662
ENSDARG00000063540,694.5399384,0.019402198,0.886572741,0.967363662
ENSDARG00000042552,9049.662182,-0.012313341,0.886620976,0.967363662
ENSDARG00000076142,378.7962576,0.022560234,0.886643217,0.967363662
ENSDARG00000036637,76.22327147,-0.028353743,0.886781969,NA
ENSDARG00000089904,1381.484762,0.018628448,0.886833809,0.967363662
ENSDARG00000079471,230.1511624,-0.023552527,0.886846725,0.967363662
ENSDARG00000038111,283.7764252,-0.032338839,0.88685324,0.967363662
ENSDARG00000076734,27.75577863,0.032201467,0.88688762,NA
ENSDARG00000028524,5280.216598,0.024458269,0.886942789,0.967363662
ENSDARG00000086364,11.48981581,-0.032126781,0.886997057,NA
ENSDARG00000007764,1358.107324,0.012146201,0.88700172,0.967363662
ENSDARG00000086416,993.3879556,-0.016533269,0.887056372,0.967363662
ENSDARG00000013415,6889.024921,0.017623137,0.887132261,0.967363662
ENSDARG00000060541,792.6436111,-0.021146884,0.887145986,0.967363662
ENSDARG00000088352,113.7184685,0.031526566,0.887163668,0.967363662
ENSDARG00000079520,425.6916173,-0.019156593,0.887185376,0.967363662
ENSDARG00000055644,500.6057881,-0.031277574,0.887189999,0.967363662
