id,baseMean,log2FoldChange,pvalue,padj
ENSDARG00000095258,15.94502285,0.144124491,0.520088709,NA
ENSDARG00000084717,27.66935331,0.143132341,0.520094953,NA
ENSDARG00000086250,88.06191851,-0.10431665,0.52011178,NA
ENSDARG00000081270,24.1178921,-0.141117958,0.520174699,NA
ENSDARG00000088077,13.76109478,-0.079586006,0.520194294,NA
ENSDARG00000055307,8729.900325,-0.047359041,0.520275094,0.806927384
ENSDARG00000035756,15110.56437,0.044103335,0.520338132,0.806963726
ENSDARG00000016227,9.529154265,0.088490817,0.520353987,NA
ENSDARG00000092141,83.76008381,0.146375645,0.520399731,NA
ENSDARG00000090680,34.05096139,-0.143614834,0.520450238,NA
ENSDARG00000078250,479.0331289,-0.086287915,0.520492076,0.807077476
ENSDARG00000024642,673.0345256,0.060574729,0.520504152,0.807077476
ENSDARG00000045482,261.2862541,0.115623832,0.520530312,0.807077476
ENSDARG00000077899,42.05049436,-0.146249163,0.520539455,NA
ENSDARG00000070973,323.9895779,0.086587596,0.520586129,0.807092193
ENSDARG00000013224,804.9064458,-0.073381216,0.520631875,0.807092193
ENSDARG00000045927,230.3089924,-0.115310214,0.520658639,0.807092193
ENSDARG00000093099,20.90712177,-0.145752297,0.520737008,NA
ENSDARG00000036546,231.2449755,-0.099172055,0.520791497,0.807211507
ENSDARG00000074599,1316.21336,0.063247484,0.520814845,0.807211507
ENSDARG00000063370,671.9308519,0.094368962,0.520878481,0.807226634
ENSDARG00000079235,4135.558929,0.077454081,0.520903842,0.807226634
ENSDARG00000081946,16.80865232,-0.142172608,0.520969531,NA
ENSDARG00000086781,59.32752007,-0.132693669,0.521002753,NA
ENSDARG00000039173,11.39301469,-0.139609402,0.521004973,NA
ENSDARG00000076573,41.01661266,0.134077323,0.521017933,NA
ENSDARG00000069283,573.6942988,0.07204508,0.521035175,0.80736875
ENSDARG00000079110,305.5209615,-0.087230648,0.521160274,0.807473978
ENSDARG00000045353,52.02043786,0.139866177,0.521174376,NA
ENSDARG00000004726,2249.35115,-0.044581154,0.521193612,0.807473978
ENSDARG00000003259,1898.659582,-0.057495732,0.521268411,0.807473978
ENSDARG00000042997,5405.381762,-0.080475182,0.521283953,0.807473978
ENSDARG00000051791,11.02409709,-0.078054275,0.521294499,NA
ENSDARG00000076320,325.0105879,-0.10933246,0.521314302,0.807473978
ENSDARG00000031161,96.11574802,0.122697214,0.521340868,0.807473978
ENSDARG00000004282,344.1722696,-0.12838141,0.521408908,0.807517976
ENSDARG00000089445,7.350622101,0.0755946,0.521534831,NA
ENSDARG00000091073,22.2460656,0.145805439,0.521578403,NA
ENSDARG00000010154,403.7628613,0.102111794,0.52159332,0.807721535
ENSDARG00000090735,115.5817799,-0.136496895,0.52166106,0.807721535
ENSDARG00000087531,152.0653468,0.143863233,0.521755408,0.807721535
ENSDARG00000076401,309.3841762,0.105938375,0.521789847,0.807721535
ENSDARG00000086581,84.0635184,-0.110597461,0.521947841,NA
ENSDARG00000012987,10750.85381,-0.064183216,0.52195028,0.807721535
ENSDARG00000090353,73.0503042,-0.140482762,0.521984512,NA
ENSDARG00000078593,1443.044881,-0.065100953,0.522008963,0.807721535
ENSDARG00000074837,1311.249116,-0.062588539,0.522018995,0.807721535
ENSDARG00000036965,799.7201681,0.090238276,0.522019489,0.807721535
ENSDARG00000042397,251.9153142,0.096080935,0.522066233,0.807721535
ENSDARG00000032836,2059.140092,-0.058010691,0.522104302,0.807721535
ENSDARG00000095829,369.5255726,0.090198288,0.522125007,0.807721535
ENSDARG00000079062,215.6403201,0.097803919,0.522126816,0.807721535
ENSDARG00000061699,2811.785837,0.060183976,0.52219257,0.807721535
ENSDARG00000088837,286.6403212,0.085904683,0.52219885,0.807721535
ENSDARG00000080010,7976.049934,-0.031769394,0.522212546,0.807721535
ENSDARG00000011777,3229.063841,-0.077110495,0.522215717,0.807721535
ENSDARG00000086927,1734.388725,-0.081100862,0.522229113,0.807721535
ENSDARG00000010096,151.9169041,0.123387416,0.522253914,0.807721535
ENSDARG00000011239,296.4426568,-0.084057163,0.522420392,0.807911721
ENSDARG00000022187,1075.564077,-0.055142215,0.522489557,0.807911721
ENSDARG00000037647,1171.996494,0.053353965,0.522495841,0.807911721
ENSDARG00000043586,215.3404311,0.101099561,0.522570239,0.807965443
ENSDARG00000043518,2376.105487,-0.097772266,0.522751991,0.80813094
ENSDARG00000092373,630.1374031,-0.096435563,0.522756603,0.80813094
ENSDARG00000088398,81.97598036,0.131962591,0.522760911,NA
ENSDARG00000077842,959.2553988,0.050238421,0.522839547,0.808197843
ENSDARG00000095206,11.55267585,-0.142822351,0.522870555,NA
ENSDARG00000055974,763.8494821,-0.108908293,0.522950118,0.808307438
ENSDARG00000090061,51.56043173,-0.141169426,0.522990881,NA
ENSDARG00000025679,399.6269734,0.070105032,0.523107963,0.808490081
ENSDARG00000068122,41.97595369,0.142867621,0.523366744,NA
ENSDARG00000030743,973.6965468,0.066405009,0.523376724,0.80884411
ENSDARG00000058477,11.05946014,-0.142750577,0.523390926,NA
ENSDARG00000011042,131.6820835,0.116805825,0.523421207,0.808851505
ENSDARG00000091173,59.26825123,-0.130369333,0.523437711,NA
ENSDARG00000055011,13.9589566,-0.132537528,0.523450775,NA
ENSDARG00000079173,318.9150548,-0.080148465,0.523461494,0.808852414
ENSDARG00000015638,534.0257596,-0.069087689,0.523540649,0.808913378
ENSDARG00000092847,463.0108893,-0.072857346,0.523644705,0.808938109
ENSDARG00000070414,107.0406562,-0.142441082,0.523672587,0.808938109
ENSDARG00000059622,1167.394045,-0.053412048,0.523675762,0.808938109
ENSDARG00000058377,72.12823065,0.144318802,0.523751464,NA
ENSDARG00000088774,576.0579469,-0.064265981,0.523751645,0.808993993
ENSDARG00000031587,1080.119138,0.128602151,0.523794503,0.808998862
ENSDARG00000005841,8610.839173,-0.06288434,0.523926997,0.809137343
ENSDARG00000061042,216.0259104,0.100342337,0.523976012,0.809137343
ENSDARG00000086086,115.8427069,-0.098976836,0.524044325,0.809137343
ENSDARG00000088098,1288.858796,0.059248229,0.524068936,0.809137343
ENSDARG00000076528,84.43831405,-0.117375041,0.524071751,NA
ENSDARG00000006275,3209.941738,0.069814715,0.524082725,0.809137343
ENSDARG00000089147,22.00412131,-0.126154878,0.524122604,NA
ENSDARG00000092183,12.59250718,0.133318655,0.524186947,NA
ENSDARG00000060435,812.1363227,0.078794112,0.524280101,0.809276245
ENSDARG00000061590,2091.472166,0.062724184,0.524331758,0.809276245
ENSDARG00000042551,552.1272125,0.079239822,0.524367559,0.809276245
ENSDARG00000063538,1509.217507,0.054612597,0.524378004,0.809276245
ENSDARG00000018107,187.3188347,-0.1022599,0.524386221,0.809276245
ENSDARG00000069285,315.5099125,0.143934083,0.524436916,0.809276245
ENSDARG00000073847,859.021948,0.067069845,0.524478075,0.809276245
ENSDARG00000090404,51.13523714,0.132748832,0.524480969,NA
ENSDARG00000085776,16.66082125,-0.143696769,0.524488264,NA
ENSDARG00000052782,231.3422764,0.099518386,0.524511333,0.809276245
ENSDARG00000088044,185.1932688,0.099555954,0.524530164,0.809276245
ENSDARG00000084786,32.58034397,0.137286938,0.52460458,NA
ENSDARG00000043997,13228.24983,-0.048009454,0.524662252,0.809371235
ENSDARG00000075904,933.5672402,0.05110387,0.524671179,0.809371235
ENSDARG00000059672,543.4872088,0.063548587,0.524792066,0.80949643
ENSDARG00000060081,208.5382429,0.09169335,0.52494326,0.809559809
ENSDARG00000056200,761.994664,0.076196133,0.524949583,0.809559809
ENSDARG00000061802,1627.797869,-0.056741483,0.524952353,0.809559809
ENSDARG00000088702,56.48913979,-0.141342157,0.524953819,NA
ENSDARG00000067669,23.86776924,0.139741391,0.524979295,NA
ENSDARG00000020795,2321.626477,0.083420691,0.524992884,0.809561039
ENSDARG00000089350,77.90141341,-0.126453534,0.525009756,NA
ENSDARG00000077721,865.9113748,-0.095314249,0.525035597,0.809565635
ENSDARG00000076868,1205.62672,0.09372305,0.525085058,0.809580633
ENSDARG00000086752,623.8301716,-0.109887712,0.525169839,0.809650081
ENSDARG00000088811,64.79870272,-0.1298136,0.525248052,NA
ENSDARG00000045025,657.1376052,0.053541899,0.525265249,0.80972218
ENSDARG00000016364,794.5128798,-0.112669289,0.525296087,0.80972218
ENSDARG00000074641,1508.485839,0.059657326,0.525351568,0.809724308
ENSDARG00000009748,241.7660604,0.095432684,0.525410926,0.809724308
ENSDARG00000056498,2267.225325,0.082512107,0.525455273,0.809724308
ENSDARG00000093789,219.8527138,0.141206103,0.525463237,0.809724308
ENSDARG00000023303,1663.969657,-0.048440172,0.525496173,0.809724308
ENSDARG00000070953,17.81990936,-0.141698846,0.525511354,NA
ENSDARG00000092608,139.2622382,-0.105278271,0.525574368,0.809741952
ENSDARG00000076442,341.691715,0.077230085,0.525587108,0.809741952
ENSDARG00000069598,34.09179117,-0.144605961,0.525645661,NA
ENSDARG00000021013,780.336729,0.099951395,0.52568251,0.809827699
ENSDARG00000086460,34.4796095,0.143079607,0.525688291,NA
ENSDARG00000044261,500.113004,0.09731144,0.525835471,0.809885017
ENSDARG00000059056,30.58676475,-0.142512263,0.525887899,NA
ENSDARG00000076040,387.7405143,-0.107761632,0.525922755,0.809885017
ENSDARG00000053097,432.5494031,0.073938017,0.525984234,0.809885017
ENSDARG00000095117,774.3494805,-0.087505256,0.525985323,0.809885017
ENSDARG00000017798,2316.575806,0.048209938,0.525985873,0.809885017
ENSDARG00000077588,349.168796,0.074822952,0.526014787,0.809885017
ENSDARG00000093345,14.816939,0.084868224,0.526049118,NA
ENSDARG00000027041,1431.641274,0.076418058,0.526071702,0.809885017
ENSDARG00000036056,488.5611785,-0.072403429,0.526077172,0.809885017
ENSDARG00000023600,840.1141876,0.102004973,0.526077458,0.809885017
ENSDARG00000079368,13.80362353,0.139034311,0.526246919,NA
ENSDARG00000045625,518.0866004,-0.104876568,0.52627358,0.810125732
ENSDARG00000091743,16.36811656,-0.105306363,0.526395009,NA
ENSDARG00000011026,200.4951118,0.081995788,0.526405777,0.810267401
ENSDARG00000057729,650.4142375,0.104722588,0.526445146,0.810267401
ENSDARG00000089979,11.71289627,0.140702184,0.526488769,NA
ENSDARG00000056213,182.3267623,-0.112884249,0.526542474,0.810311737
ENSDARG00000012368,617.6115489,-0.058170041,0.526557288,0.810311737
ENSDARG00000077339,445.1410494,-0.138917807,0.526664215,0.810311737
ENSDARG00000086173,1688.014002,-0.073225123,0.526664665,0.810311737
ENSDARG00000096053,22.07590549,0.140573794,0.526691721,NA
ENSDARG00000014646,9266.375014,0.038960788,0.526733767,0.810311737
ENSDARG00000044671,3528.488224,-0.06827135,0.526820675,0.810311737
ENSDARG00000078653,1612.479028,-0.059302278,0.526855467,0.810311737
ENSDARG00000095589,137.7875269,-0.139064315,0.526894215,0.810311737
ENSDARG00000083647,13.9002606,-0.141779538,0.526924254,NA
ENSDARG00000053158,34.60319559,-0.140640844,0.526955404,NA
ENSDARG00000077854,131.5123482,0.124384005,0.526955603,0.810311737
ENSDARG00000083948,10.88595315,0.121720439,0.526957219,NA
ENSDARG00000053475,292.9836878,0.095687668,0.526962803,0.810311737
ENSDARG00000062352,1077.12718,0.065390457,0.527005184,0.810311737
ENSDARG00000002642,2089.387641,-0.070425143,0.527018635,0.810311737
ENSDARG00000069883,931.9653991,0.068731052,0.52709924,0.810311737
ENSDARG00000069566,3885.540431,-0.137011597,0.527102778,0.810311737
ENSDARG00000043394,1151.476047,-0.091469089,0.527113068,0.810311737
ENSDARG00000053502,1363.610586,0.084420301,0.527149195,0.810311737
ENSDARG00000061451,861.0988748,0.080067305,0.52715004,0.810311737
ENSDARG00000011666,2094.077469,-0.112573267,0.527249171,0.810389222
ENSDARG00000093836,9.196912352,-0.128752552,0.527283387,NA
ENSDARG00000078389,444.4085063,0.122004196,0.527314133,0.810389222
ENSDARG00000070682,3645.748688,0.057962729,0.52731977,0.810389222
ENSDARG00000021855,675.0255057,0.085312344,0.527385478,0.810418299
ENSDARG00000088874,69.00623069,-0.138482409,0.527394471,NA
ENSDARG00000042640,17.47961709,0.128126184,0.527394739,NA
ENSDARG00000021677,485.32226,-0.084143894,0.52741824,0.810418299
ENSDARG00000095128,10.35081408,0.110057599,0.527422148,NA
ENSDARG00000084593,9.95817717,0.132898272,0.5274457,NA
ENSDARG00000021557,1252.856087,0.051108635,0.527604838,0.810643886
ENSDARG00000043899,762.1071561,-0.088334037,0.527735537,0.810756906
ENSDARG00000085774,64.56542854,-0.121988978,0.527745197,NA
ENSDARG00000092098,1058.671945,-0.07076147,0.52775798,0.810756906
ENSDARG00000088793,88.84574556,0.141459936,0.527788765,NA
ENSDARG00000090292,61.59930448,-0.12818039,0.527794116,NA
ENSDARG00000074899,3347.637205,-0.041807285,0.527817141,0.81075774
ENSDARG00000089041,947.2967893,0.136178627,0.527838106,0.81075774
ENSDARG00000076565,28.39761967,-0.140513455,0.527903637,NA
ENSDARG00000086048,509.2148297,0.06449952,0.527931539,0.810840126
ENSDARG00000088656,80.43475991,-0.141742596,0.527965646,NA
ENSDARG00000092054,14.29508505,-0.105344892,0.527982907,NA
ENSDARG00000070215,13.56597662,0.128102332,0.527998655,NA
ENSDARG00000023082,2960.405208,0.11220093,0.528009112,0.810871038
ENSDARG00000008735,2792.368289,0.043566104,0.528031261,0.810871038
ENSDARG00000077477,1912.0008,0.06772402,0.528107643,0.810927215
ENSDARG00000005343,337.6631264,-0.080962214,0.528173017,0.810966482
ENSDARG00000005257,15.20558919,-0.138917052,0.528393329,NA
ENSDARG00000076745,18.08946515,-0.143639754,0.528417777,NA
ENSDARG00000002219,237.3887692,0.142847057,0.528492248,0.811395491
ENSDARG00000088885,1155.785894,0.085719539,0.528548554,0.811420795
ENSDARG00000038309,608.6176692,0.069242114,0.528611401,0.811456137
ENSDARG00000093214,83.14384467,-0.126854456,0.528690674,NA
ENSDARG00000060679,4591.285193,-0.035969602,0.528699687,0.811530519
ENSDARG00000058774,15.38184645,-0.142053432,0.528761642,NA
ENSDARG00000015722,1284.45141,-0.050310078,0.528771875,0.811560505
ENSDARG00000084414,10.49316332,-0.072939925,0.528783742,NA
ENSDARG00000001857,1161.066965,-0.059026635,0.528798884,0.811560505
ENSDARG00000007582,53.94677265,0.130989693,0.528833325,NA
ENSDARG00000041171,229.4460727,-0.130579688,0.528886434,0.811582256
ENSDARG00000079272,300.644026,-0.118797763,0.528892721,0.811582256
ENSDARG00000076094,379.4609625,0.10351911,0.528933351,0.81158348
ENSDARG00000078024,14.42015709,0.115901547,0.528990697,NA
ENSDARG00000086291,32.69663839,0.141312371,0.529089937,NA
ENSDARG00000055395,432.7113688,0.122542126,0.529172799,0.81179763
ENSDARG00000023110,897.986423,0.045113397,0.529219044,0.81179763
ENSDARG00000068397,1035.031269,0.075094317,0.529244015,0.81179763
ENSDARG00000052615,7235.113778,-0.086625927,0.529274176,0.81179763
ENSDARG00000073918,177.7854172,0.112692905,0.529381655,0.81179763
ENSDARG00000056966,1723.4576,-0.053777474,0.529400412,0.81179763
ENSDARG00000000935,1192.469419,-0.087954749,0.529403461,0.81179763
ENSDARG00000043484,1283.952863,-0.125647357,0.529422876,0.81179763
ENSDARG00000068779,624.8503304,0.133724065,0.529458075,0.81179763
ENSDARG00000087450,682.7667486,0.056009607,0.529471347,0.81179763
ENSDARG00000092665,70.77899602,-0.130972919,0.529533853,NA
ENSDARG00000011370,992.5349357,0.078065709,0.52953952,0.811810009
ENSDARG00000094935,363.4536155,0.132041541,0.529559108,0.811810009
ENSDARG00000092695,12.42362516,-0.123242806,0.529626164,NA
ENSDARG00000015512,17.06985387,0.140280868,0.529643392,NA
ENSDARG00000088698,9.559058788,-0.077931906,0.529648782,NA
ENSDARG00000094069,48.07488354,0.125936624,0.529657243,NA
ENSDARG00000068366,226.3262871,-0.077510212,0.529724893,0.812003061
ENSDARG00000079102,33.92040228,0.135223309,0.529731786,NA
ENSDARG00000061282,6058.634871,-0.0508331,0.529856888,0.812097179
ENSDARG00000021869,1698.888405,-0.082845556,0.529866007,0.812097179
ENSDARG00000016188,2481.990838,0.081683325,0.530053844,0.812279865
ENSDARG00000084014,17.89947218,-0.049596097,0.53009961,NA
ENSDARG00000068432,3111.706461,0.059004389,0.530169651,0.812279865
ENSDARG00000045959,152.3530244,0.102302281,0.530184038,0.812279865
ENSDARG00000088692,251.4138229,0.087500816,0.530195197,0.812279865
ENSDARG00000061478,1540.08269,-0.076916995,0.530258745,0.812279865
ENSDARG00000088782,35.79843608,-0.141632042,0.530280459,NA
ENSDARG00000036840,19980.86545,-0.072674201,0.530281405,0.812279865
ENSDARG00000074589,1926.634455,0.098197173,0.530294133,0.812279865
ENSDARG00000087530,547.7233691,0.058933138,0.530304136,0.812279865
ENSDARG00000061201,5288.887356,0.049484079,0.530406851,0.812376126
ENSDARG00000052425,18.10423034,-0.138490865,0.530534878,NA
ENSDARG00000096105,46.73941823,-0.141925687,0.530538889,NA
ENSDARG00000069735,547.9559186,-0.135710894,0.530550826,0.812491036
ENSDARG00000074634,1006.919983,0.060429282,0.530561631,0.812491036
ENSDARG00000004874,51.93321424,0.13551475,0.530594833,NA
ENSDARG00000092284,1268.538038,0.092655073,0.530615312,0.812512174
ENSDARG00000015515,9.425354869,-0.137237042,0.530705957,NA
ENSDARG00000058254,15.90521848,-0.142696785,0.530725323,NA
ENSDARG00000091872,260.1671308,0.083502405,0.530823568,0.812727349
ENSDARG00000061142,179.3959392,0.097854565,0.530846622,0.812727349
ENSDARG00000015970,1842.533644,0.058693878,0.530875499,0.812727349
ENSDARG00000021833,8785.138122,-0.071484473,0.530968018,0.812750193
ENSDARG00000093058,1540.348422,-0.051605647,0.531008573,0.812750193
ENSDARG00000078561,2789.207378,0.050318344,0.53101009,0.812750193
ENSDARG00000021150,69.9405278,0.120126377,0.531129039,NA
ENSDARG00000093355,32.7194367,0.141677341,0.531189984,NA
ENSDARG00000057887,32.21759125,0.141969545,0.531209947,NA
ENSDARG00000005619,216.5559162,0.102373375,0.531224241,0.812885439
ENSDARG00000021324,173.5059809,-0.105131986,0.53123457,0.812885439
ENSDARG00000092043,672.399751,-0.073202515,0.531252683,0.812885439
ENSDARG00000089787,1232.770758,-0.04965456,0.531258037,0.812885439
ENSDARG00000076932,39.03480181,0.140116514,0.531265987,NA
ENSDARG00000075729,46.6857114,-0.1383765,0.531318226,NA
ENSDARG00000013802,675.4485676,-0.064606675,0.53141562,0.813002381
ENSDARG00000057568,938.8543839,-0.094033441,0.531451953,0.813002381
ENSDARG00000056659,598.9993576,0.100262471,0.53145417,0.813002381
ENSDARG00000086683,97.05349159,0.138791646,0.53149879,0.813009599
ENSDARG00000011317,43.52666361,0.13227443,0.531549229,NA
ENSDARG00000085299,8.07244355,-0.069865933,0.531567491,NA
ENSDARG00000073900,121.9538683,-0.112159067,0.531631127,0.813150981
ENSDARG00000037342,40.66031969,-0.128493919,0.53166267,NA
ENSDARG00000040703,34.10203566,0.140446419,0.531725486,NA
ENSDARG00000030335,501.5698945,0.055993605,0.531989127,0.813449586
ENSDARG00000092051,312.3066875,-0.113701565,0.532018329,0.813449586
ENSDARG00000062400,342.6030008,0.111465211,0.532019142,0.813449586
ENSDARG00000080667,11.52133944,-0.087164682,0.532040102,NA
ENSDARG00000084647,24.24623368,0.141333363,0.532043551,NA
ENSDARG00000086435,9.303949725,-0.131030087,0.532062957,NA
ENSDARG00000068152,701.485626,-0.084484889,0.532063653,0.813449586
ENSDARG00000093250,145.3154569,0.111882158,0.532074658,0.813449586
ENSDARG00000013528,571.3407626,0.112417453,0.532102625,0.813449586
ENSDARG00000090993,415.4118234,-0.084978796,0.53210582,0.813449586
ENSDARG00000030440,5267.846184,0.066572648,0.532309299,0.8136996
ENSDARG00000073728,27.05994239,-0.141827113,0.532376282,NA
ENSDARG00000045160,394.0098673,-0.088128712,0.532398485,0.813774879
ENSDARG00000074735,790.4806751,0.046676549,0.532504571,0.813875975
ENSDARG00000078350,326.8232048,0.120909188,0.532579194,0.813928974
ENSDARG00000040302,54.39092089,0.137387751,0.532593278,NA
ENSDARG00000078267,713.0133074,-0.067521542,0.532624008,0.81393641
ENSDARG00000074004,78.79898551,0.137978921,0.532658646,NA
ENSDARG00000016062,1113.088008,0.103392359,0.532750242,0.81406826
ENSDARG00000094743,29.25755539,-0.139196306,0.53283504,NA
ENSDARG00000088478,42.96626445,0.125111524,0.532847097,NA
ENSDARG00000069973,104.6231234,0.135722072,0.53290114,0.81422025
ENSDARG00000056499,1360.938423,0.083738295,0.532959119,0.81422025
ENSDARG00000071881,574.2543117,0.05705256,0.532977039,0.81422025
ENSDARG00000095876,419.5930243,-0.107014636,0.533009556,0.81422025
ENSDARG00000071029,1455.201742,-0.073648273,0.533123442,0.814223146
ENSDARG00000021252,17055.19572,-0.049417036,0.53313125,0.814223146
ENSDARG00000079488,93.26300251,-0.11024878,0.533131337,0.814223146
ENSDARG00000093763,44.33921256,0.14186878,0.53342007,NA
ENSDARG00000085496,10.01053266,0.137799802,0.53346303,NA
ENSDARG00000040874,4715.260471,0.033753148,0.533476001,0.814538186
ENSDARG00000005879,26753.72879,0.028806384,0.533481045,0.814538186
ENSDARG00000059534,400.7001975,0.109592647,0.533483195,0.814538186
ENSDARG00000038040,3864.823512,0.046518804,0.533549188,0.814538186
ENSDARG00000094798,69.19472162,0.122172596,0.533627657,NA
ENSDARG00000026834,891.7265611,0.048294595,0.533667719,0.814538186
ENSDARG00000003373,552.6611937,-0.076683223,0.533730989,0.814538186
ENSDARG00000054002,252.4655699,-0.127700814,0.53374593,0.814538186
ENSDARG00000084004,15.65343424,0.13915685,0.533746849,NA
ENSDARG00000042729,3527.359535,0.055491776,0.533756091,0.814538186
ENSDARG00000024619,448.9453016,-0.073582165,0.533768576,0.814538186
ENSDARG00000094817,115.5404147,0.101882547,0.533793485,0.814538186
ENSDARG00000092766,121.0902722,0.118880576,0.533819074,0.814538186
ENSDARG00000088588,165.5995215,-0.085782882,0.533836139,0.814538186
ENSDARG00000007098,10804.03734,0.042100517,0.533866083,0.814538186
ENSDARG00000025904,5543.80812,-0.076023536,0.533897299,0.814538186
ENSDARG00000095634,20.63916448,0.14028764,0.533906203,NA
ENSDARG00000067986,121.9669919,0.13893885,0.534029465,0.814678822
ENSDARG00000083885,39.54499624,-0.138885455,0.534107423,NA
ENSDARG00000090386,325.6689779,-0.10575184,0.534207855,0.814889948
ENSDARG00000039583,12.9743901,-0.102044999,0.534360368,NA
ENSDARG00000062806,39.62638985,0.137958343,0.534431944,NA
ENSDARG00000089533,31.54157853,-0.140409041,0.534502573,NA
ENSDARG00000058738,49.45906909,0.120059968,0.53453506,NA
ENSDARG00000075147,71.00771729,0.141228994,0.534558653,NA
ENSDARG00000043904,102.7500824,0.123862615,0.534582673,0.815400657
ENSDARG00000078723,199.6627494,-0.081131576,0.534634267,0.815418309
ENSDARG00000062723,57.67796549,0.139493171,0.534642065,NA
ENSDARG00000062636,278.459819,0.094752618,0.534903153,0.815694339
ENSDARG00000043589,122.0002736,0.09204222,0.534906732,0.815694339
ENSDARG00000095496,1646.369915,0.056342119,0.534975188,0.815694339
ENSDARG00000077570,121.1634877,-0.107942045,0.534975384,0.815694339
ENSDARG00000078491,66.91882982,0.124954615,0.534998435,NA
ENSDARG00000075107,37.13169566,0.141271439,0.535023385,NA
ENSDARG00000022570,21.18507217,0.140413887,0.535026433,NA
ENSDARG00000027461,749.7666224,-0.079245415,0.535052785,0.815751308
ENSDARG00000027738,2296.992549,0.041142293,0.535138784,0.815771723
ENSDARG00000073928,1160.563308,-0.073048792,0.53514625,0.815771723
ENSDARG00000053512,3216.873053,0.077493643,0.535276476,0.815909194
ENSDARG00000057110,314.7634782,0.104214472,0.535321952,0.815917472
ENSDARG00000074384,91.23812963,-0.111263495,0.535333405,NA
ENSDARG00000095239,39.19629697,0.136986787,0.535391967,NA
ENSDARG00000077596,455.2523368,0.106885248,0.535406009,0.815984548
ENSDARG00000024167,71.94832234,-0.130949831,0.535544499,NA
ENSDARG00000036687,3352.107322,0.039645751,0.535607012,0.816156513
ENSDARG00000017886,1634.308499,-0.0543169,0.535614082,0.816156513
ENSDARG00000092829,135.5471776,0.089008303,0.535639013,0.816156513
ENSDARG00000086965,58.18912236,0.130805081,0.535671709,NA
ENSDARG00000090682,65.51180401,-0.137978707,0.535710991,NA
ENSDARG00000089129,98.68406465,0.130525958,0.53584041,0.816380372
ENSDARG00000075783,221.0023406,-0.081757524,0.535866066,0.816380372
ENSDARG00000095086,434.9338732,-0.064414723,0.535914237,0.816392717
ENSDARG00000032885,21.92995565,0.141024435,0.535945835,NA
ENSDARG00000058357,223.7802853,-0.082820167,0.536059696,0.816413943
ENSDARG00000093384,118.799855,0.135351728,0.536071417,0.816413943
ENSDARG00000087851,565.9407681,-0.127088168,0.536096907,0.816413943
ENSDARG00000020898,504.3641914,-0.087869155,0.536111001,0.816413943
ENSDARG00000090581,287.5656464,-0.116608742,0.536156929,0.816413943
ENSDARG00000069421,1223.331073,0.05884119,0.536176008,0.816413943
ENSDARG00000059259,21562.89607,0.03759024,0.536208657,0.816413943
ENSDARG00000077712,12.85177653,0.119410048,0.536352842,NA
ENSDARG00000089770,31.33963891,0.131013722,0.536359201,NA
ENSDARG00000031911,1543.055751,-0.048047855,0.536404954,0.816518532
ENSDARG00000069101,546.8473864,0.06989264,0.536413847,0.816518532
ENSDARG00000002412,1497.687931,0.089501081,0.536416964,0.816518532
ENSDARG00000086114,18.02195221,-0.137060904,0.536435283,NA
ENSDARG00000068208,222.4401915,0.097880526,0.536464203,0.816518532
ENSDARG00000076996,655.5965444,-0.064733216,0.536507103,0.816518532
ENSDARG00000087921,601.5466638,0.086481218,0.536517796,0.816518532
ENSDARG00000052022,2354.027092,0.039191542,0.536580538,0.816553025
ENSDARG00000087616,3698.333929,0.092858255,0.536717299,0.816700147
ENSDARG00000074413,2859.805897,-0.058854977,0.536765156,0.816711974
ENSDARG00000093151,53.81738698,0.126411507,0.536789773,NA
ENSDARG00000062246,22.14534134,-0.139379399,0.536867417,NA
ENSDARG00000039310,438.112925,0.066868553,0.537126608,0.817200914
ENSDARG00000070925,25.22935717,-0.136704415,0.537206221,NA
ENSDARG00000077687,94.42035885,0.111118718,0.537218424,0.817279578
ENSDARG00000068227,346.0315438,-0.091296323,0.537370859,0.817450444
ENSDARG00000076546,14.19637482,-0.138679154,0.537441013,NA
ENSDARG00000059070,8245.758602,-0.073475724,0.537497539,0.817582109
ENSDARG00000004525,672.8639484,-0.079939403,0.537577386,0.817614671
ENSDARG00000035558,1093.855569,0.067250225,0.537606932,0.817614671
ENSDARG00000095339,463.0856,0.076659801,0.537639331,0.817614671
ENSDARG00000091427,41.88853112,-0.13650359,0.537732651,NA
ENSDARG00000026534,2743.615459,0.042291467,0.537777479,0.817730074
ENSDARG00000075310,543.6405558,-0.082387667,0.537795484,0.817730074
ENSDARG00000078451,17.06612912,-0.139815136,0.538004343,NA
ENSDARG00000075931,3959.46383,-0.10815755,0.538138513,0.818184753
ENSDARG00000061446,83.6293281,0.110904439,0.538173065,NA
ENSDARG00000038458,286.8619956,0.089398963,0.538197989,0.818184753
ENSDARG00000061162,110.3348181,0.117769006,0.538253701,0.818184753
ENSDARG00000083884,125.0918819,0.129850866,0.538255138,0.818184753
ENSDARG00000060452,812.7363947,0.060733105,0.538356379,0.818217643
ENSDARG00000034670,1220.443295,-0.050471999,0.538371009,0.818217643
ENSDARG00000024139,170.0399602,-0.130009942,0.538461774,0.818217643
ENSDARG00000096270,169.0406958,0.102894036,0.538485551,0.818217643
ENSDARG00000060626,1913.041329,0.062219709,0.538494629,0.818217643
ENSDARG00000003313,352.4665561,0.076923918,0.538517722,0.818217643
